447,25,468,48
467,14,494,35
87,299,1384,1181
266,233,269,239
86,482,482,617
87,96,481,457
586,588,593,600
644,580,695,602
578,550,597,563
635,602,655,621
593,544,655,621
527,614,532,621
523,605,528,618
1552,717,1567,784
631,702,649,720
636,719,706,771
175,732,240,755
649,700,659,721
1523,690,1560,772
541,748,544,754
543,744,552,752
114,761,140,779
